A,C,D,E,F,G,H,I,J
8453,Corey Lock,35361,67.03,18.97,9.03,British Columbia,Paper,0.37
8454,Corey Lock,35361,-5.05,8.34,4.82,British Columbia,Paper,0.4
8455,Barry Pond,35587,-144.24,4.82,5.72,British Columbia,Office Furnishings,0.47
8456,Chris McAfee,35780,-4.5,4.28,1.6,British Columbia,Pens & Art Supplies,0.58
8457,Karen Carlisle,35814,154.02,29.18,8.55,British Columbia,Office Furnishings,0.42
8458,Bart Folk,35938,-448.25,280.98,57,British Columbia,Chairs & Chairmats,0.78
8459,Bart Folk,35938,-226.62,14.03,9.37,British Columbia,Storage & Organization,0.56
8460,Barry Weirich,35968,-74.44,6.23,6.97,British Columbia,Binders and Binder Accessories,0.36
8461,Michael Stewart,36033,-54.01,4.98,4.62,British Columbia,Computer Peripherals,0.64
8462,Dave Poirier,36067,1499.94,165.2,19.99,British Columbia,Storage & Organization,0.59
8463,Aleksandra Gannaway,36131,120.18,19.84,4.1,British Columbia,Pens & Art Supplies,0.44
8464,Bryan Spruell,36160,79.54,205.99,8.99,British Columbia,Telephones and Communication,0.56
8465,Christy Brittain,36196,-38.44,4.98,4.32,British Columbia,Computer Peripherals,0.64
8466,Christy Brittain,36356,-593.8,100.98,45,British Columbia,Chairs & Chairmats,0.69
8467,Christy Brittain,36356,47.98,3.75,0.5,British Columbia,Labels,0.37
8468,Christy Brittain,36647,38.7,7.89,2.82,British Columbia,Rubber Bands,0.4
8469,Christy Brittain,36647,-21.91,3.68,1.32,British Columbia,"Scissors, Rulers and Trimmers",0.83
8470,Christy Brittain,36647,-119.77,9.71,9.45,British Columbia,Storage & Organization,0.6
8471,Harold Dahlen,36737,-119.92,99.99,19.99,British Columbia,Computer Peripherals,0.52
8472,Harold Dahlen,36737,-31.24,3.28,4.2,British Columbia,Pens & Art Supplies,0.56
8473,Bobby Trafton,36832,210.53,12.97,1.49,British Columbia,Binders and Binder Accessories,0.35
8474,Bobby Trafton,36832,-25.65,2.12,1.99,British Columbia,Computer Peripherals,0.55
8475,Karen Carlisle,36836,6919.87,387.99,19.99,British Columbia,Binders and Binder Accessories,0.38
8476,Speros Goranitis,36867,1167.38,276.2,24.49,British Columbia,Chairs & Chairmats,
8477,Speros Goranitis,36867,2.81,2.88,0.7,British Columbia,Pens & Art Supplies,0.56
8478,Grant Thornton,37250,128.11,35.94,6.66,British Columbia,Envelopes,0.4
8479,Tom Prescott,37473,-195.93,2.18,5,British Columbia,"Scissors, Rulers and Trimmers",0.81
8480,Bryan Spruell,37505,-23.1,16.98,12.39,British Columbia,Envelopes,0.35
8481,Bryan Spruell,37505,600.4,225.04,11.79,British Columbia,Appliances,0.42
8482,Bryan Spruell,37505,-44.3,9.49,5.76,British Columbia,Office Machines,0.39
8483,Alan Schoenberger,37537,-193.08,291.73,48.8,British Columbia,Chairs & Chairmats,0.56
8484,Alan Schoenberger,37537,-1049.85,100.98,45,British Columbia,Chairs & Chairmats,0.69
8485,Alan Schoenberger,37537,1438.49,155.06,7.07,British Columbia,Storage & Organization,0.59
8486,Patrick Bzostek,37606,3.25,4.98,4.86,British Columbia,Paper,0.38
8487,Patrick Bzostek,37606,-115.48,3.57,4.17,British Columbia,Pens & Art Supplies,0.59
8488,Patrick Bzostek,37606,-57.84,3.28,3.97,British Columbia,Pens & Art Supplies,0.56
8489,Victoria Pisteka,37668,-4.85,13.99,7.51,British Columbia,Office Machines,0.39
8490,Tamara Willingham,37830,148.89,25.99,5.37,British Columbia,Pens & Art Supplies,0.56
8491,Bobby Trafton,37957,-37.2,6.81,5.48,British Columbia,Binders and Binder Accessories,0.37
8492,Denny Ordway,38406,-226.24,58.14,36.61,British Columbia,Bookcases,0.61
8493,Roland Fjeld,38594,247.94,39.48,1.99,British Columbia,Computer Peripherals,0.54
8494,Elizabeth Moffitt,38657,569.3,31.78,1.99,British Columbia,Computer Peripherals,0.42
8495,Corey Lock,38850,-4560.43,348.21,40.19,British Columbia,Tables,0.62
8496,David Kendrick,38913,-4.3,31.74,12.62,British Columbia,Binders and Binder Accessories,0.37
8497,Julia Barnett,38948,197.16,155.06,7.07,British Columbia,Storage & Organization,0.59
8498,Julia Barnett,38948,1839.2,179.99,13.99,British Columbia,Telephones and Communication,0.57
8499,Adam Hart,39041,-158.58,8.09,7.96,British Columbia,Office Furnishings,0.49
8500,Adam Hart,39041,36.32,14.2,5.3,British Columbia,Office Furnishings,0.46
8501,Shirley Jackson,39136,662.05,65.99,3.99,British Columbia,Telephones and Communication,0.59
8502,Adam Hart,39232,-47.01,35.44,19.99,British Columbia,Paper,0.38
8503,Adam Hart,39232,435.11,55.48,14.3,British Columbia,Paper,0.37
8504,Bradley Drucker,39617,202.47,39.98,9.2,British Columbia,Office Furnishings,0.65
8505,Bradley Drucker,39617,34.24,5.84,1.2,British Columbia,Pens & Art Supplies,0.55
8506,Karen Carlisle,39649,-202.85,155.99,8.99,British Columbia,Telephones and Communication,0.58
8507,Karen Carlisle,39649,-17.48,5.98,5.46,British Columbia,Paper,0.36
8508,Grant Thornton,39654,330.03,21.38,2.99,British Columbia,Binders and Binder Accessories,0.37
8509,Brendan Murry,39808,655.36,39.98,9.83,British Columbia,Envelopes,0.4
8510,Brendan Murry,39808,868.47,125.99,2.5,British Columbia,Telephones and Communication,0.6
8511,Benjamin Venier,39841,-123.07,6.68,6.92,British Columbia,Paper,0.37
8512,Jennifer Patt,39847,-127.01,4.38,6.21,British Columbia,Binders and Binder Accessories,0.37
8513,Jennifer Patt,39847,379.11,64.98,6.88,British Columbia,Storage & Organization,0.73
8514,Jennifer Patt,39847,142.55,155.99,8.99,British Columbia,Telephones and Communication,0.58
8515,Jennifer Patt,39907,-99.38,30.73,4,British Columbia,Computer Peripherals,0.75
8516,Jennifer Patt,40068,-90.41,160.98,30,British Columbia,Chairs & Chairmats,0.62
8517,Jennifer Patt,40068,-110.07,64.98,6.88,British Columbia,Storage & Organization,0.73
8518,Jennifer Patt,40068,1903.1,348.21,40.19,British Columbia,Tables,0.62
8519,Jeremy Pistek,40420,-2.61,2.88,1.49,British Columbia,Binders and Binder Accessories,0.36
8520,Jeremy Pistek,40420,450.02,20.99,0.99,British Columbia,Telephones and Communication,0.37
8521,David Bremer,40485,-63.77,5.98,5.46,British Columbia,Paper,0.36
8522,David Bremer,40485,-190.42,65.99,3.99,British Columbia,Telephones and Communication,0.59
8523,Nora Paige,40998,385.46,29.89,1.99,British Columbia,Computer Peripherals,0.5
8524,Nora Paige,40998,28.4,4,1.3,British Columbia,Paper,0.37
8525,Harold Dahlen,41091,1318.83,218.08,18.06,British Columbia,Chairs & Chairmats,0.57
8526,Bobby Trafton,41152,541.92,76.72,19.95,British Columbia,Appliances,0.54
8527,Bobby Trafton,41152,-15.12,1.88,1.49,British Columbia,Binders and Binder Accessories,0.37
8528,Nicole Brennan,41157,1116.98,107.53,5.81,British Columbia,Office Furnishings,0.65
8529,Jennifer Patt,41349,-335.69,7.38,11.51,British Columbia,Binders and Binder Accessories,0.36
8530,Jennifer Patt,41349,-7.48,20.24,8.99,British Columbia,Office Furnishings,0.46
8531,Jennifer Patt,41349,-70.43,12.44,6.27,British Columbia,Storage & Organization,0.57
8532,Alejandro Savely,41440,37.77,4.91,0.5,British Columbia,Labels,0.36
8533,Alejandro Savely,41440,173.48,296.18,54.12,British Columbia,Tables,0.76
8534,Charles Crestani,41539,-8.44,1.6,1.29,British Columbia,Pens & Art Supplies,0.42
8535,Charles Crestani,41539,398.22,65.99,8.99,British Columbia,Telephones and Communication,0.58
8536,Brendan Murry,41574,-38.94,11.97,5.81,British Columbia,Pens & Art Supplies,0.6
8537,Muhammed Lee,41831,431.95,80.97,30.06,British Columbia,Office Machines,0.4
8538,Muhammed Lee,41831,-96.29,5.28,5.66,British Columbia,Paper,0.4
8539,Victoria Pisteka,41888,690.27,120.98,9.07,British Columbia,Binders and Binder Accessories,0.35
8540,Victoria Pisteka,41888,-41.83,8.32,2.38,British Columbia,Computer Peripherals,0.74
8541,Victoria Pisteka,41888,372.4,125.99,4.2,British Columbia,Telephones and Communication,0.59
8542,Patrick Bzostek,42054,6.74,2.88,1.49,British Columbia,Binders and Binder Accessories,0.36
8543,Jeremy Pistek,42148,-10.64,3.98,2.97,British Columbia,Paper,0.35
8544,Maureen Gastineau,42306,-7.41,8.69,2.99,British Columbia,Binders and Binder Accessories,0.39
8545,Adam Hart,42338,-44.47,4.14,6.6,British Columbia,Office Furnishings,0.49
8546,Adam Hart,42338,344.13,65.99,8.99,British Columbia,Telephones and Communication,0.59
8547,Berenike Kampe,42343,239.23,70.98,26.85,British Columbia,Bookcases,
8548,Berenike Kampe,42343,230.37,40.99,17.48,British Columbia,Paper,0.36
8549,Julia Barnett,42467,-48.21,22.38,15.1,British Columbia,Binders and Binder Accessories,0.38
8550,Julia Barnett,42467,53.63,30.98,6.5,British Columbia,Computer Peripherals,0.64
8551,Julia Barnett,42467,-253.37,195.99,8.99,British Columbia,Telephones and Communication,0.6
8552,Bobby Elias,42529,-33.95,5.98,7.5,British Columbia,Paper,0.4
8553,Jeremy Pistek,42563,-14.36,4.24,5.41,British Columbia,Binders and Binder Accessories,0.35
8554,Tom Prescott,42567,-18.81,146.34,43.75,British Columbia,Tables,0.65
8555,Noel Staavos,42691,1170.35,46.94,6.77,British Columbia,Office Furnishings,0.44
8556,Noel Staavos,42691,-139.75,161.55,19.99,British Columbia,Storage & Organization,0.66
8557,David Bremer,42919,-475.66,195.99,4.2,British Columbia,Telephones and Communication,0.56
8558,Bryan Spruell,43010,74.83,5.68,1.46,British Columbia,Paper,0.39
8559,Bryan Spruell,43010,83.16,10.14,2.27,British Columbia,Paper,0.36
8560,Adam Hart,43043,28.81,225.04,11.79,British Columbia,Appliances,0.42
8561,Bobby Elias,43170,1494.01,306.14,26.53,British Columbia,Office Machines,0.56
8562,Bobby Elias,43170,65.01,30.98,17.08,British Columbia,Paper,0.4
8563,Damala Kotsonis,43397,-319.26,60.89,32.41,British Columbia,Chairs & Chairmats,0.56
8564,Jill Matthias,43494,-4858.67,1938.02,13.99,British Columbia,Office Machines,0.38
8565,Tim Taslimi,43682,62.16,155.99,8.99,British Columbia,Telephones and Communication,0.55
8566,Grant Thornton,43814,-12.88,5.28,2.99,British Columbia,Binders and Binder Accessories,0.37
8567,Grant Thornton,43814,13.8,4.2,2.26,British Columbia,Paper,0.36
8568,Corey Catlett,43815,202.83,16.51,2.99,British Columbia,Binders and Binder Accessories,0.37
8569,Corey Catlett,43815,539.45,55.48,6.79,British Columbia,Paper,0.37
8570,Corey Catlett,43815,-1097.97,78.8,35,British Columbia,Storage & Organization,0.83
8571,Deborah Brumfield,43844,170.57,45.99,4.99,British Columbia,Telephones and Communication,0.56
8572,Jill Matthias,43846,-8.28,3.6,2.2,British Columbia,Paper,0.39
8573,Harold Dahlen,43974,15.83,7.64,1.39,British Columbia,Envelopes,0.36
8574,Dan Campbell,44000,-51.3,7.1,6.05,British Columbia,Binders and Binder Accessories,0.39
8575,Dan Campbell,44000,89.95,17.78,5.03,British Columbia,Office Furnishings,0.54
8576,Maris LaWare,44003,0.86,5.34,2.99,British Columbia,Binders and Binder Accessories,0.38
8577,Elizabeth Moffitt,44069,26.71,9.11,2.15,British Columbia,Paper,0.4
8578,Elizabeth Moffitt,44069,247.79,15.04,1.97,British Columbia,Paper,0.39
8579,Alan Schoenberger,44099,4592.74,367.99,19.99,British Columbia,Binders and Binder Accessories,0.4
8580,Alan Schoenberger,44099,-67.46,4.24,5.41,British Columbia,Binders and Binder Accessories,0.35
8581,Mark Packer,44133,-46.68,5.28,3.96,British Columbia,Office Furnishings,0.54
8582,Juliana Krohn,44261,5979.56,420.98,19.99,British Columbia,Binders and Binder Accessories,0.35
8583,Juliana Krohn,44261,-427.99,140.98,36.09,British Columbia,Bookcases,0.77
8584,Juliana Krohn,44261,-7961.43,3502.14,8.73,British Columbia,Office Machines,0.57
8585,Juliana Krohn,44261,-17.41,35.99,5.99,British Columbia,Telephones and Communication,0.38
8586,Barry Weirich,44323,5381.02,810.98,16.06,British Columbia,Office Machines,0.56
8587,Christy Brittain,44517,-16.67,5.28,5.61,British Columbia,Paper,0.4
8588,Bill Shonely,44549,-4.96,2.08,1.49,British Columbia,Binders and Binder Accessories,0.38
8589,Debra Catini,44679,26.74,5.98,1.49,British Columbia,Binders and Binder Accessories,0.39
8590,Debra Catini,44679,338.91,60.65,12.23,British Columbia,Office Furnishings,0.64
8591,Tamara Willingham,44836,28.53,5.98,1.49,British Columbia,Binders and Binder Accessories,0.39
8592,Emily Phan,45120,5475.8,400.97,48.26,British Columbia,Office Machines,0.36
8593,Juliana Krohn,45158,131.7,9.68,2.03,British Columbia,Paper,0.37
8594,Juliana Krohn,45158,23.52,3.78,0.71,British Columbia,Rubber Bands,0.39
8595,Corey Lock,45254,-3033.57,70.89,89.3,British Columbia,Tables,0.69
8596,Peter Buhler,45315,175.32,34.76,8.22,British Columbia,Storage & Organization,0.57
8597,Charles Crestani,45380,288.09,65.99,8.8,British Columbia,Telephones and Communication,0.58
8598,Charles Crestani,45380,1030.51,195.99,4.2,British Columbia,Telephones and Communication,0.57
8599,Damala Kotsonis,45409,124.36,320.98,58.95,British Columbia,Chairs & Chairmats,0.57
8600,Damala Kotsonis,45409,-28.37,3.28,3.97,British Columbia,Pens & Art Supplies,0.56
8601,Damala Kotsonis,45409,11,20.99,1.25,British Columbia,Telephones and Communication,0.83
8602,Grant Thornton,45539,69.61,16.48,1.99,British Columbia,Computer Peripherals,0.42
8603,Grant Thornton,45539,13.82,3.38,0.85,British Columbia,Pens & Art Supplies,0.48
8604,Nora Paige,45605,-248.78,212.6,52.2,British Columbia,Tables,0.64
8605,Karen Carlisle,45664,26.27,19.98,10.49,British Columbia,Office Furnishings,0.49
8606,Charles Crestani,45671,7,9.77,6.02,British Columbia,Office Furnishings,0.48
8607,Keith Herrera,45728,812.32,33.29,1.99,British Columbia,Computer Peripherals,0.41
8608,Barry Weirich,45762,308.53,37.94,5.08,British Columbia,Paper,0.38
8609,Tony Molinari,46151,-35.44,8.6,6.19,British Columbia,Binders and Binder Accessories,0.38
8610,Rick Huthwaite,46407,-29,5.18,5.74,British Columbia,Binders and Binder Accessories,0.36
8611,George Zrebassa,46499,-26.54,44.01,3.5,British Columbia,Appliances,0.59
8612,George Zrebassa,46499,-115.21,4.06,6.89,British Columbia,Appliances,0.6
8613,George Zrebassa,46499,-6.78,1.26,0.7,British Columbia,Rubber Bands,0.81
8614,Harold Dahlen,46631,-122.12,22.84,16.92,British Columbia,Paper,0.39
8615,Aaron Hawkins,46662,-27.72,6.48,6.6,British Columbia,Paper,0.37
8616,Aaron Hawkins,46662,45.84,4.84,0.71,British Columbia,Pens & Art Supplies,0.52
8617,Aaron Hawkins,46662,1137.91,85.99,0.99,British Columbia,Telephones and Communication,0.55
8618,Debra Catini,46691,-458.33,36.65,22.6,British Columbia,Office Furnishings,0.58
8619,Karen Carlisle,46880,-8.88,21.98,8.32,British Columbia,Paper,0.39
8620,Roland Fjeld,47011,-35.26,11.29,5.03,British Columbia,Storage & Organization,0.59
8621,Tim Taslimi,47201,-60.9,4.98,4.62,British Columbia,Computer Peripherals,0.64
8622,Alejandro Savely,47457,1577.02,161.55,19.99,British Columbia,Storage & Organization,0.66
8623,Juliana Krohn,47522,12.5,15.67,1.39,British Columbia,Envelopes,0.38
8624,Dan Campbell,47553,3918.54,550.98,45.7,British Columbia,Tables,0.71
8625,Bryan Spruell,47584,1.3,4.91,0.5,British Columbia,Labels,0.36
8626,Bryan Spruell,47584,-8.95,1.82,0.83,British Columbia,Pens & Art Supplies,0.57
8627,Harold Dahlen,47683,-148.8,1.98,4.77,British Columbia,Binders and Binder Accessories,0.4
8628,Brad Thomas,47872,649.05,46.89,5.1,British Columbia,Appliances,0.46
8629,Brad Thomas,47872,-38.04,6.64,4.95,British Columbia,Office Furnishings,0.37
8630,Tamara Willingham,47877,32.25,17.24,3.26,British Columbia,"Scissors, Rulers and Trimmers",0.56
8631,Tamara Willingham,47877,-691.31,218.75,69.64,British Columbia,Tables,0.77
8632,Tamara Willingham,47877,-1621.38,209.37,69,British Columbia,Tables,0.79
8633,Tamara Willingham,47879,44.23,9.11,2.15,British Columbia,Paper,0.4
8634,Brad Thomas,47910,1389.18,178.47,19.99,British Columbia,Storage & Organization,0.55
8635,Brendan Murry,47972,1952.15,165.2,19.99,British Columbia,Storage & Organization,0.59
8636,Jill Matthias,48192,-173.96,140.98,36.09,British Columbia,Bookcases,0.77
8637,Nicole Brennan,48288,-581.59,130.98,54.74,British Columbia,Bookcases,0.69
8638,Victoria Pisteka,48293,160.72,7.64,1.39,British Columbia,Envelopes,0.36
8639,Aaron Hawkins,48294,1675.98,90.24,0.99,British Columbia,Appliances,0.56
8640,Paul Van Hugh,48322,1.82,2.94,0.7,British Columbia,Pens & Art Supplies,0.58
8641,Jeremy Pistek,48353,20.43,3.85,0.7,British Columbia,Pens & Art Supplies,0.44
8642,Berenike Kampe,48420,229.6,19.23,6.15,British Columbia,Office Furnishings,0.44
8643,Cyra Reiten,48512,-83.78,4.98,4.72,British Columbia,Paper,0.36
8644,Cyra Reiten,48512,49.04,2.94,0.81,British Columbia,Pens & Art Supplies,0.4
8645,Benjamin Venier,48641,23.16,4.98,0.8,British Columbia,Paper,0.36
8646,Nora Paige,48672,-35.74,5.81,3.37,British Columbia,Rubber Bands,0.54
8647,Helen Andreada,48709,-47.01,2.52,4.28,British Columbia,Pens & Art Supplies,0.44
8648,Bobby Trafton,48832,195.04,90.98,30,British Columbia,Chairs & Chairmats,0.61
8649,Nicole Brennan,48836,-93.85,348.21,40.19,British Columbia,Tables,0.62
8650,Jill Matthias,48935,48.76,4.91,0.5,British Columbia,Labels,0.36
8651,Roland Fjeld,49026,-182.87,11.66,8.99,British Columbia,Pens & Art Supplies,0.59
8652,Adam Hart,49925,-1.78,2.88,0.7,British Columbia,Pens & Art Supplies,0.56
8653,Chris Cortes,50337,21.48,2.78,1.49,British Columbia,Binders and Binder Accessories,0.36
8654,Chris Cortes,50337,-3798.01,2550.14,29.7,British Columbia,Office Machines,0.57
8655,Katherine Ducich,50403,-97.06,7.1,6.05,British Columbia,Binders and Binder Accessories,0.39
8656,Patrick Bzostek,50656,-139.13,4.37,5.15,British Columbia,Appliances,0.59
8657,Patrick Bzostek,50656,5325.14,500.98,56,British Columbia,Chairs & Chairmats,0.6
8658,Patrick Bzostek,50656,48.6,12.58,5.16,British Columbia,Office Furnishings,0.43
8659,Patrick Bzostek,50656,-20.95,7.7,3.68,British Columbia,Office Furnishings,0.52
8660,Tony Molinari,50950,-166.96,60.98,30,British Columbia,Chairs & Chairmats,0.7
8661,Tony Molinari,50950,-15.07,13.48,4.51,British Columbia,Storage & Organization,0.59
8662,Thomas Thornton,50977,-19.9,18.97,9.03,British Columbia,Paper,0.37
8663,Thomas Thornton,51011,1435.83,155.99,3.9,British Columbia,Telephones and Communication,0.55
8664,Mark Packer,51171,-73.4,22.38,15.1,British Columbia,Binders and Binder Accessories,0.38
8665,Corey Lock,51267,-335.77,100.98,35.84,British Columbia,Bookcases,0.62
8666,Tim Taslimi,51362,112.78,30.97,4,British Columbia,Computer Peripherals,0.74
8667,Berenike Kampe,51489,820.94,110.98,13.99,British Columbia,Office Furnishings,0.69
8668,Berenike Kampe,51489,-24.43,4.98,7.54,British Columbia,Paper,0.38
8669,Berenike Kampe,51489,-18.57,1.81,1.56,British Columbia,Rubber Bands,0.49
8670,Helen Andreada,51493,8.34,8.56,5.16,British Columbia,Paper,0.38
8671,Irene Maddox,51969,-5.76,12.28,6.47,British Columbia,Paper,0.38
8672,Irene Maddox,51969,164.97,65.99,8.8,British Columbia,Telephones and Communication,0.58
8673,Charles Crestani,52003,-776.72,212.6,110.2,British Columbia,Tables,0.73
8674,Charles Crestani,52003,-300.39,55.99,5,British Columbia,Telephones and Communication,0.83
8675,Adam Hart,52196,-1.36,3.08,0.99,British Columbia,Labels,0.37
8676,Adam Hart,52196,-97.2,65.99,3.9,British Columbia,Telephones and Communication,0.55
8677,Corey Catlett,52292,-261.77,130.98,30,British Columbia,Chairs & Chairmats,0.78
8678,Allen Armold,52423,749.16,35.41,1.99,British Columbia,Computer Peripherals,0.43
8679,Allen Armold,52423,256.3,42.76,6.22,British Columbia,Storage & Organization,
8680,Barry Weirich,52448,803.48,320.98,58.95,British Columbia,Chairs & Chairmats,0.57
8681,Katherine Ducich,52580,74.2,22.98,1.99,British Columbia,Computer Peripherals,0.46
8682,Katherine Ducich,52580,46.69,5.68,1.39,British Columbia,Envelopes,0.38
8683,Helen Andreada,53056,-51.18,40.99,8.97,British Columbia,Office Machines,0.54
8684,Eric Barreto,53060,-71.55,20.95,5.99,British Columbia,Computer Peripherals,0.65
8685,Eric Barreto,53060,-2.82,9.11,2.15,British Columbia,Paper,0.4
8686,Corey Lock,53283,-27.67,9.49,5.76,British Columbia,Office Machines,0.39
8687,Nora Paige,53344,-132.26,4.89,6.07,British Columbia,Binders and Binder Accessories,0.39
8688,Juliana Krohn,53381,37.9,10.98,4.8,British Columbia,Envelopes,0.36
8689,Dan Campbell,53571,56.43,10.91,2.99,British Columbia,Binders and Binder Accessories,0.38
8690,Raymond Fair,53635,-52.76,3.14,1.92,British Columbia,"Scissors, Rulers and Trimmers",0.84
8691,Ivan Liston,53762,58.1,4.98,0.49,British Columbia,Labels,0.39
8692,Denny Ordway,54086,842.83,270.97,28.06,British Columbia,Office Machines,0.56
8693,Jill Matthias,54180,-57.75,21.38,8.99,British Columbia,Pens & Art Supplies,0.59
8694,Denny Ordway,54215,53.44,22.98,1.99,British Columbia,Computer Peripherals,0.46
8695,Alejandro Savely,54336,403.83,18.84,3.62,British Columbia,Office Furnishings,0.43
8696,Bradley Drucker,54467,51.91,11.58,5.72,British Columbia,Envelopes,0.35
8697,Bradley Drucker,54467,18.26,5.08,2.03,British Columbia,Office Furnishings,0.51
8698,Bradley Drucker,54467,-83.71,4.06,6.89,British Columbia,Appliances,0.6
8699,Tracy Hopkins,54534,-30.04,7.35,5.96,British Columbia,Paper,0.38
8700,Brendan Murry,54564,322.51,65.99,5.92,British Columbia,Telephones and Communication,0.55
8701,Tom Ashbrook,54692,-3.67,2.78,0.97,British Columbia,Pens & Art Supplies,0.59
8702,Tom Ashbrook,54692,249.1,115.99,8.99,British Columbia,Telephones and Communication,0.58
8703,Bradley Drucker,54727,605.92,48.04,7.23,British Columbia,Paper,0.37
8704,Doug O'Connell,54886,-39.1,10.64,5.16,British Columbia,Office Furnishings,0.57
8705,Karen Carlisle,54977,23.96,14.48,6.46,British Columbia,Binders and Binder Accessories,0.38
8706,Karen Carlisle,54977,14.46,5.84,1,British Columbia,Pens & Art Supplies,0.38
8707,Dave Kipp,55040,6.11,35.51,6.31,British Columbia,Storage & Organization,0.58
8708,Dave Kipp,55040,-6.34,8.34,2.64,British Columbia,"Scissors, Rulers and Trimmers",0.59
8709,Dave Kipp,55040,-160.28,8.04,8.94,British Columbia,Binders and Binder Accessories,0.4
